date,value,value_high,value_low,iso_code,country_name
2022-02-28,38734787,38734787,38734787,AFG,Afghanistan
2022-03-01,38698834,38698834,38698834,AFG,Afghanistan
2022-03-02,38626248,38626248,38626248,AFG,Afghanistan
2022-03-03,38620358,38620358,38620358,AFG,Afghanistan
2022-03-04,38685051,38685051,38685051,AFG,Afghanistan
2022-03-05,38646347,38646347,38646347,AFG,Afghanistan
2022-03-06,38634513,38634513,38634513,AFG,Afghanistan
2022-03-07,38525267,38525267,38525267,AFG,Afghanistan
2022-03-08,38502056,38502056,38502056,AFG,Afghanistan
2022-03-09,38490198,38490198,38490198,AFG,Afghanistan
2022-03-10,38537667,38537667,38537667,AFG,Afghanistan
2022-03-11,38566242,38566242,38566242,AFG,Afghanistan
2022-03-12,38504315,38504315,38504315,AFG,Afghanistan
2022-03-13,38495401,38495401,38495401,AFG,Afghanistan
2022-03-14,38497562,38497562,38497562,AFG,Afghanistan
2022-03-15,38422112,38422112,38422112,AFG,Afghanistan
2022-03-16,38372296,38372296,38372296,AFG,Afghanistan
2022-03-17,38423192,38423192,38423192,AFG,Afghanistan
2022-03-18,38392046,38392046,38392046,AFG,Afghanistan
2022-03-19,38353257,38353257,38353257,AFG,Afghanistan
2022-03-20,38314734,38314734,38314734,AFG,Afghanistan
2022-03-21,38318764,38318764,38318764,AFG,Afghanistan
2022-03-22,38314347,38314347,38314347,AFG,Afghanistan
2022-03-23,38420580,38420580,38420580,AFG,Afghanistan
2022-03-24,38467184,38467184,38467184,AFG,Afghanistan
2022-03-25,38506035,38506035,38506035,AFG,Afghanistan
2022-03-26,38578272,38578272,38578272,AFG,Afghanistan
2022-03-27,38452528,38452528,38452528,AFG,Afghanistan
2022-03-28,38365835,38365835,38365835,AFG,Afghanistan
2022-03-29,38288359,38288359,38288359,AFG,Afghanistan
2022-03-30,38323952,38323952,38323952,AFG,Afghanistan
2022-03-31,38240747,38240747,38240747,AFG,Afghanistan
2022-04-01,38232983,38232983,38232983,AFG,Afghanistan
2022-04-02,38173793,38173793,38173793,AFG,Afghanistan
2022-04-03,38134875,38134875,38134875,AFG,Afghanistan
2022-04-04,38072840,38072840,38072840,AFG,Afghanistan
2022-04-05,38105064,38105064,38105064,AFG,Afghanistan
2022-04-06,38120254,38120254,38120254,AFG,Afghanistan
2022-04-07,38060915,38060915,38060915,AFG,Afghanistan
2022-04-08,37845249,37845249,37845249,AFG,Afghanistan
2022-04-09,37755852,37755852,37755852,AFG,Afghanistan
2022-04-10,37800924,37800924,37800924,AFG,Afghanistan
2022-04-11,37814776,37814776,37814776,AFG,Afghanistan
2022-04-12,37856195,37856195,37856195,AFG,Afghanistan
2022-04-13,37826556,37826556,37826556,AFG,Afghanistan
2022-04-14,37877832,37877832,37877832,AFG,Afghanistan
2022-04-15,37894613,37894613,37894613,AFG,Afghanistan
2022-04-16,37781729,37781729,37781729,AFG,Afghanistan
2022-04-17,37822893,37822893,37822893,AFG,Afghanistan
2022-04-18,37774100,37774100,37774100,AFG,Afghanistan
2022-04-19,37718196,37718196,37718196,AFG,Afghanistan
2022-04-20,37782593,37782593,37782593,AFG,Afghanistan
2022-04-21,37857357,37857357,37857357,AFG,Afghanistan
2022-04-22,37751592,37751592,37751592,AFG,Afghanistan
2022-04-23,37742444,37742444,37742444,AFG,Afghanistan
2022-04-24,37745157,37745157,37745157,AFG,Afghanistan
2022-04-25,37626786,37626786,37626786,AFG,Afghanistan
2022-04-26,37595690,37595690,37595690,AFG,Afghanistan
2022-04-27,37630152,37630152,37630152,AFG,Afghanistan
2022-04-28,37621381,37621381,37621381,AFG,Afghanistan
2022-04-29,37635519,37635519,37635519,AFG,Afghanistan
2022-04-30,37777130,37777130,37777130,AFG,Afghanistan
2022-05-01,37764881,37764881,37764881,AFG,Afghanistan
2022-05-02,37576219,37576219,37576219,AFG,Afghanistan
2022-05-03,37586217,37586217,37586217,AFG,Afghanistan
2022-05-04,37554739,37554739,37554739,AFG,Afghanistan
2022-05-05,37473660,37473660,37473660,AFG,Afghanistan
2022-05-06,37453587,37453587,37453587,AFG,Afghanistan
2022-05-07,37458568,37458568,37458568,AFG,Afghanistan
2022-05-08,37502249,37502249,37502249,AFG,Afghanistan
2022-05-09,37455244,37455244,37455244,AFG,Afghanistan
2022-05-10,37399534,37399534,37399534,AFG,Afghanistan
2022-05-11,37454651,37454651,37454651,AFG,Afghanistan
2022-05-12,37498559,37498559,37498559,AFG,Afghanistan
2022-05-13,37590584,37590584,37590584,AFG,Afghanistan
2022-05-14,37647189,37647189,37647189,AFG,Afghanistan
2022-05-15,37635335,37635335,37635335,AFG,Afghanistan
2022-05-16,37620158,37620158,37620158,AFG,Afghanistan
2022-05-17,37571290,37571290,37571290,AFG,Afghanistan
2022-05-18,37537600,37537600,37537600,AFG,Afghanistan
2022-05-19,37318161,37318161,37318161,AFG,Afghanistan
2022-05-20,37304743,37304743,37304743,AFG,Afghanistan
2022-05-21,37283675,37283675,37283675,AFG,Afghanistan
2022-05-22,37268514,37268514,37268514,AFG,Afghanistan
2022-05-23,37248802,37248802,37248802,AFG,Afghanistan
2022-05-24,37214825,37214825,37214825,AFG,Afghanistan
2022-05-25,37208886,37208886,37208886,AFG,Afghanistan
2022-05-26,37275637,37275637,37275637,AFG,Afghanistan
2022-05-27,37231632,37231632,37231632,AFG,Afghanistan
2022-05-28,37173952,37173952,37173952,AFG,Afghanistan
2022-05-29,37140213,37140213,37140213,AFG,Afghanistan
2022-05-30,37171259,37171259,37171259,AFG,Afghanistan
2022-05-31,37078785,37078785,37078785,AFG,Afghanistan
2022-06-01,37165876,37165876,37165876,AFG,Afghanistan
2022-06-02,37199164,37199164,37199164,AFG,Afghanistan
2022-02-28,3983286,4754214,3367646,DZA,Algeria
2022-03-01,3775699,4425964,3219403,DZA,Algeria
2022-03-02,3775699,4425964,3219403,DZA,Algeria
2022-03-03,3775699,4425964,3219403,DZA,Algeria
2022-03-04,3780238,4430050,3219403,DZA,Algeria
2022-03-05,3781209,4431292,3219001,DZA,Algeria
2022-03-06,3779587,4431292,3218998,DZA,Algeria
2022-03-07,3774588,4427376,3218998,DZA,Algeria
2022-03-08,3779587,4431292,3218998,DZA,Algeria
2022-03-09,3779587,4431292,3218998,DZA,Algeria
2022-03-10,4587721,5708296,3828827,DZA,Algeria
2022-03-11,4605489,5737218,3847563,DZA,Algeria
2022-03-12,4603255,5732455,3847096,DZA,Algeria
2022-03-13,4603255,5732455,3848356,DZA,Algeria
2022-03-14,4603255,5732455,3848356,DZA,Algeria
2022-03-15,4603255,5732455,3848356,DZA,Algeria
2022-03-16,4603255,5732455,3847096,DZA,Algeria
2022-03-17,4605489,5737218,3847563,DZA,Algeria
2022-03-18,4605489,5737218,3847563,DZA,Algeria
2022-03-19,4605489,5737218,3847563,DZA,Algeria
2022-03-20,4605489,5737218,3847563,DZA,Algeria
2022-03-21,4611570,5743086,3854086,DZA,Algeria
2022-03-22,4614066,5744692,3854553,DZA,Algeria
2022-03-23,4614066,5743811,3854553,DZA,Algeria
2022-03-24,4615946,5746008,3856012,DZA,Algeria
2022-03-25,4615946,5746008,3856012,DZA,Algeria
2022-03-26,4615946,5746008,3852631,DZA,Algeria
